47,14
54,60
46,63
39,90
23,41
23,61
29,96
24,09
24,14
42,00
57,00
43,40
51,86
55,00
55,00
57,88
57,97
75,10
57,97
51,49
55,44
50,54
38,46
33,96
44,88
49,95
46,72
46,71
45,82
45,66
52,00
43,87
56,15
61,92
56,33
56,15
55,35
44,81
42,74
44,91
60,00
76,01
60,00
65,35
60,00
48,67
42,00
47,58
49,00
49,06
45,44
40,60
35,00
42,00
48,99
44,03
50,58
54,99
48,87
49,00
52,44
46,12
49,53
44,50
59,92
77,10
65,69
55,22
51,82
49,55
39,43
42,00
42,65
42,65
42,61
44,03
44,77
49,24
53,01
53,01
67,03
72,67
74,42
56,89
50,00
44,10
44,53
44,53
64,10
74,99
64,69
52,01
54,31
52,10
43,59
42,99
45,90
45,42
44,87
44,87
42,94
43,57
46,97
52,02
60,89
64,61
64,82
63,80
62,78
62,86
61,44
52,00
77,68
100,00
71,20
55,10
61,89
52,01
42,81
54,82
54,38
49,43
45,41
43,10
39,99
35,00
39,06
42,59
44,95
49,15
60,06
55,29
54,30
46,07
44,04
44,07
55,00
78,09
68,17
55,10
55,04
50,92
44,42
47,98
50,00
47,00
44,91
42,09
41,31
41,07
41,83
41,42
43,51
49,09
53,06
50,76
55,00
55,00
54,42
48,84
61,10
91,66
66,82
58,93
53,05
48,94
41,92
42,81
42,34
42,50
42,05
42,01
41,42
42,11
48,59
46,56
55,44
59,00
55,10
54,14
55,00
55,00
52,66
46,82
59,18
75,72
63,92
60,00
46,55
53,06
42,39
43,52
44,15
44,82
43,06
43,00
43,03
44,30
55,00
53,52
53,44
54,99
55,66
54,80
54,51
50,74
49,60
50,11
69,98
82,99
66,02
56,10
51,00
54,10
44,15
44,56
46,45
45,99
44,60
44,42
44,48
45,81
57,55
53,46
61,50
58,82
55,00
52,00
51,00
50,00
50,24
56,44
75,94
101,79
87,94
72,45
64,66
53,90
48,00
47,93
45,51
44,16
44,01
43,33
43,03
43,17
48,43
52,55
54,14
60,10
60,08
53,99
55,40
53,10
51,85
61,00
83,89
100,00
81,00
60,10
60,20
56,51
46,91
48,89
45,99
45,89
45,23
44,05
42,57
43,40
48,43
53,06
60,20
61,94
58,50
54,50
52,11
49,12
47,00
48,11
57,51
79,89
60,43
54,92
51,52
44,34
41,39
51,00
48,86
56,01
45,90
42,64
39,82
37,00
40,54
42,32
45,00
53,45
52,10
55,36
58,00
54,55
46,10
50,00
56,00
79,92
68,89
49,42
56,90
52,02
48,55
54,00
48,12
49,95
48,00
44,92
41,06
38,02
39,95
40,00
48,00
47,00
55,50
54,14
58,00
49,76
45,00
45,00
60,50
83,00
57,03
50,00
52,53
46,62
40,00
43,39
44,95
44,99
40,56
40,08
36,23
41,50
51,00
48,11
46,83
57,00
57,00
53,50
53,00
46,80
45,00
45,58
53,00
73,16
64,18
60,00
50,70
50,01
41,50
47,97
47,93
47,56
42,63
39,01
31,29
39,02
52,91
46,00
50,99
56,08
50,00
47,33
47,44
47,44
49,00
52,52
56,97
73,00
65,50
60,15
51,55
52,55
40,00
46,41
47,44
48,00
42,43
38,59
34,60
38,54
47,49
46,21
50,00
50,00
48,76
44,48
46,00
46,00
46,00
48,03
50,73
75,12
70,00
59,93
58,61
51,99
43,73
44,88
50,00
47,04
42,07
41,67
39,00
39,02
48,00
43,28
51,00
53,85
57,00
52,00
48,33
46,00
45,80
48,04
59,80
84,96
67,35
56,42
50,00
47,87
40,00
39,65
43,90
39,15
37,55
37,99
37,00
38,00
47,96
56,24
57,43
58,56
50,00
44,70
41,38
41,10
41,22
42,73
50,30
75,10
67,94
55,50
44,00
42,23
38,97
40,67
43,91
43,67
41,09
40,96
43,67
43,52
46,90
41,09
46,83
62,73
63,73
59,55
59,95
47,60
44,06
45,70
56,50
100,00
84,80
59,11
53,10
49,02
46,15
47,56
50,91
49,91
45,92
43,50
42,32
40,75
40,91
41,03
42,22
44,42
58,87
53,22
62,00
48,00
42,95
43,07
51,56
82,01
64,22
45,54
42,89
40,57
38,70
42,00
41,02
40,91
40,62
40,58
40,52
40,80
48,00
46,84
55,22
60,91
52,80
45,00
44,90
43,50
42,05
42,46
54,60
81,50
65,03
58,44
50,00
51,64
40,41
46,95
46,21
46,72
42,22
40,38
32,68
36,36
44,48
47,93
46,16
54,00
51,68
44,88
44,88
44,88
43,59
45,00
52,00
68,17
58,88
51,36
48,88
46,53
40,00
50,12
45,55
43,94
38,80
36,96
29,99
37,92
50,00
43,99
